name,points,division,age,won,lost,draw,stance,residence_city,residence_country,rank,stars,last6,last5,last4,last3,last2,last1
Nkosinathi Biyana*,0.056,bantam,NA,2,1,0,NA,NA,South Africa,8485,1,Blank,Blank,Blank,W,W,L
Riccardo Ritiro,0.056,super light,18,1,0,0,NA,Lippstadt, Germany,8486,1,Blank,Blank,Blank,Blank,Blank,W
Manuel Correa,0.056,super feather,29,7,0,0,NA,Miami, USA,8487,1,W,W,W,W,W,W
Ishmael Tetteh,0.056,middle,39,35,16,2,orthodox,Accra, Ghana,8488,1,W,W,L,L,L,W
Eduardo Zuleta,0.056,super welter,23,3,0,0,orthodox,Copiapo, Chile,8489,1,Blank,Blank,Blank,W,W,W
Jamel Reynolds,0.056,cruiser,32,2,7,0,orthodox,Los Angeles, USA,8490,1,L,W,L,L,L,W
Antonio Rodriguez,0.056,light,35,6,21,8,orthodox,Madrid, Spain,8491,1,L,L,L,D,L,L
Shawn Verdin,0.056,cruiser,32,3,0,1,orthodox,Houma, USA,8492,1,Blank,Blank,W,W,W,D
Adauto Silva Dos Santos,0.055,light,29,6,1,0,orthodox,Belem, Brazil,8493,1,W,W,W,W,L,W
Connor Burton,0.055,feather,21,3,0,0,orthodox,Manchester, United Kingdom,8494,1,Blank,Blank,Blank,W,W,W
Vidal Rivera,0.055,super feather,28,8,1,0,orthodox,Camden, USA,8495,1,W,W,W,W,W,L
Jun Liu,0.055,super bantam,20,3,1,0,orthodox,Da Lian, China,8496,1,Blank,Blank,W,W,W,L
Maksim Bogancov,0.055,super welter,27,5,0,0,NA,NA,Germany,8497,1,Blank,W,W,W,W,W
Sergio Perez de la Cruz,0.055,light heavy,37,2,0,0,orthodox,Sevilla, Spain,8498,1,Blank,Blank,Blank,Blank,W,W
Cristian Javier Diaz,0.055,welter,37,10,16,1,orthodox,Puerto San Martín, Argentina,8499,1,L,L,W,L,W,L
Satoshi Kimura,0.055,super fly,36,4,4,2,southpaw,NA,Japan,8500,1,W,D,L,D,L,W
Faradji Said,0.055,cruiser,NA,2,2,0,orthodox,Cape Town, South Africa,8501,1,Blank,Blank,W,W,L,L
Ricardo Humberto Ramirez,0.055,heavy,40,14,7,0,orthodox,Perito Moreno, Argentina,8502,1,W,L,L,L,L,L
Dana Zaxo,0.055,light heavy,25,6,0,0,orthodox,Hammersmith, United Kingdom,8503,1,W,W,W,W,W,W
Elvis de Jesus Garcia,0.055,heavy,NA,8,2,0,NA,Veracruz, Mexico,8504,1,W,W,W,L,W,W
Gonzalo Omar Manriquez,0.055,light,27,4,1,0,orthodox,Mar del Plata, Argentina,8505,1,Blank,W,W,W,W,L
Joshua Francis,0.055,cruiser,25,10,1,1,orthodox,Auckland, New Zealand,8506,1,W,W,W,W,W,W
Walter Estrada,0.055,light,44,46,31,1,southpaw,Miami, USA,8507,1,L,L,L,L,L,L
Giovanni Rijkaard,0.055,cruiser,25,5,4,0,orthodox,Amsterdam, Netherlands,8508,1,W,L,W,L,W,L
Edwyn Flores*,0.055,light,22,4,0,0,NA,Tijuana, Mexico,8509,1,Blank,Blank,W,W,W,W
Gabriel Jimenez Gomez,0.055,light,NA,2,0,0,NA,Mexico City, Mexico,8510,1,Blank,Blank,Blank,Blank,W,W
Siphosethu Zingela,0.055,bantam,NA,2,3,0,NA,Makana, South Africa,8511,1,Blank,L,W,L,L,W
Raphael Boquet,0.055,welter,38,2,23,1,NA,Evreux, France,8512,1,NC,L,L,L,L,L
Nan He,0.055,feather,19,1,0,0,NA,NA,China,8513,1,Blank,Blank,Blank,Blank,Blank,W
Remy Amo,0.055,feather,26,1,2,0,southpaw,Port Vila, Vanuatu,8514,1,Blank,Blank,Blank,L,W,L
Bryan Macamay,0.055,welter,29,10,11,3,orthodox,Paranaque City, Philippines,8515,1,L,D,W,L,L,L
Nopphadon Darunphan,0.055,super welter,26,1,0,0,NA,Bangkok, Thailand,8516,1,Blank,Blank,Blank,Blank,Blank,W
Niclas Elfstedt,0.055,middle,36,9,1,0,NA,Gzira, Malta,8517,1,W,W,W,W,W,W
Cristian Sonora,0.055,super welter,22,12,5,0,NA,Gomez Palacio, Mexico,8518,1,W,L,W,W,W,W
David Nikolaev,0.055,middle,31,8,7,1,orthodox,Khimki, Russia,8519,1,W,W,L,W,W,L
Rasul Dibirov,0.055,light heavy,30,6,3,1,orthodox,Saint Petersburg, Russia,8520,1,L,W,W,W,W,W
Christian Dominguez,0.055,welter,29,10,2,0,southpaw,Santa Ana, USA,8521,1,W,W,L,W,W,W
Michael Fafera,0.055,light heavy,26,6,0,0,orthodox,York, United Kingdom,8522,1,W,W,W,W,W,W
Manuel Parrini,0.055,light,23,2,0,0,orthodox,Roma, Italy,8523,1,Blank,Blank,Blank,Blank,W,W
Mxolisi Nombewu,0.055,bantam,NA,6,9,2,NA,Springs, South Africa,8524,1,W,L,L,L,L,D
Hashimu Sheni,0.055,feather,23,2,1,0,NA,NA,Tanzania,8525,1,Blank,Blank,Blank,W,L,W
Tamaki Miwa,0.055,feather,25,6,6,1,orthodox,Nagoya, Japan,8526,1,W,D,W,W,L,L
Anthony Hollaway,0.055,heavy,26,2,1,2,orthodox,Peoria, USA,8527,1,Blank,L,W,D,D,W
Pedro Amigon,0.054,super feather,26,6,15,0,NA,Poblado Miguel Aleman, Mexico,8528,1,W,L,L,L,L,L
Genesis Wynn,0.054,welter,32,1,1,0,orthodox,Denver, USA,8529,1,Blank,Blank,Blank,Blank,W,L
Luis Pavel Cortes,0.054,heavy,34,3,3,0,NA,Pachuca, Mexico,8530,1,W,W,L,W,L,L
Martin Robles,0.054,super middle,NA,1,2,0,NA,Ciudad Acuna, Mexico,8531,1,Blank,Blank,Blank,L,W,L
Dong Chuan,0.054,bantam,29,5,8,2,NA,Chengdu, China,8532,1,W,L,L,L,L,L
Jesus Lopez,0.054,fly,NA,1,5,1,NA,Monterrey, Mexico,8533,1,W,L,D,L,L,L
Victor Rangel,0.054,welter,31,16,7,3,NA,Monterrey, Mexico,8534,1,L,W,W,L,L,L
Damian Stanislawski,0.054,middle,NA,4,1,0,NA,Bytom, Poland,8535,1,Blank,W,W,W,W,L
Carlos Efrain Flores,0.054,feather,20,20,1,0,orthodox,Tijuana, Mexico,8536,1,W,W,W,W,W,L
Wilmer Vasquez,0.054,heavy,39,11,0,2,orthodox,NA,USA,8537,1,D,W,W,D,W,W
Maxime Gilli,0.054,light,30,4,3,2,NA,Le Cannet, France,8538,1,D,D,L,W,L,L
Napor Ninsaw,0.054,super welter,34,3,2,1,NA,Luebeck, Germany,8539,1,W,L,D,W,W,L
John Cortez,0.054,cruiser,29,12,8,1,NA,Barcelona, Spain,8540,1,L,L,L,L,L,L
Gheorghe Sabau,0.054,super middle,28,11,4,1,southpaw,Piacenza, Italy,8541,1,L,L,D,W,L,L
Matthew Arcillas,0.054,super fly,28,6,3,0,orthodox,Zamboanga City, Philippines,8542,1,W,L,W,W,L,L
Genaro Velarde Rodriguez,0.054,feather,21,6,8,1,NA,Km 43 Guadalupe Victoria, Mexico,8543,1,W,W,W,L,L,L
Magomedmurad Arslanbekov,0.054,cruiser,27,2,0,0,orthodox,Kaspiysk, Russia,8544,1,Blank,Blank,Blank,Blank,W,W
Arton Berisha,0.054,light heavy,NA,10,0,0,NA,Munich, Germany,8545,1,W,W,W,W,W,W
Jakub Sowirko*,0.054,cruiser,28,2,0,0,orthodox,Trenton, USA,8546,1,Blank,Blank,Blank,Blank,W,W
Luis Villarreal,0.054,middle,44,4,1,1,NA,San Antonio, USA,8547,1,W,D,W,W,W,L
Mduduzi Moyo,0.054,cruiser,NA,2,2,0,orthodox,Bulawayo, Zimbabwe,8548,1,Blank,Blank,L,L,W,W
Luis Yan Revilla,0.054,super light,27,6,6,0,NA,Oaxaca, Mexico,8549,1,W,L,W,L,W,L
Francisco Roberto Santos,0.054,bantam,20,2,3,0,NA,Tonala, Mexico,8550,1,Blank,W,L,W,L,L
Aaron Anderson,0.054,middle,29,6,0,0,NA,NA,USA,8551,1,W,W,W,W,W,W
Yan Pellerin,0.054,cruiser,40,10,1,0,orthodox,Granby, Canada,8552,1,W,W,W,W,W,W
Joseph Bonas,0.054,super welter,27,7,1,0,orthodox,Detroit, USA,8553,1,W,W,W,W,W,L
David Mosqueda Gonzalez,0.054,light,22,2,0,0,NA,Ensenada, Mexico,8554,1,Blank,Blank,Blank,Blank,W,W
Gavan Hornery,0.054,super light,NA,2,2,1,NA,Toowoomba, Australia,8555,1,Blank,W,L,W,D,L
Shuhei Hamano,0.054,super light,28,4,6,0,orthodox,Odawara, Japan,8556,1,L,L,W,W,W,L
Steve Forbes,0.054,middle,43,36,14,0,orthodox,Portland, USA,8557,1,L,L,L,L,L,W
Jose Alejandro Rubio,0.054,fly,23,3,1,0,NA,Torreon, Mexico,8558,1,Blank,Blank,L,W,W,W
Sadayuki Kai,0.054,feather,23,1,2,1,orthodox,Chita, Japan,8559,1,Blank,Blank,D,L,L,W
Takuya Yamaguchi*,0.054,super light,35,4,12,2,orthodox,Hitachi, Japan,8560,1,L,L,L,L,W,L
Adisak Ketpiam,0.054,bantam,17,3,2,0,NA,NA,Thailand,8561,1,Blank,L,W,W,W,L
Conner Downs,0.054,light,22,2,0,0,orthodox,Northampton, United Kingdom,8562,1,Blank,Blank,Blank,Blank,W,W
Francisco Silvens,0.054,heavy,35,23,1,0,NA,Santa Cruz de Barahona, Dominican Republic,8563,1,W,W,W,W,W,L
Kashif Khan,0.054,light,24,1,0,0,orthodox,Walsall, United Kingdom,8564,1,Blank,Blank,Blank,Blank,Blank,W
Robert Terry,0.053,middle,27,4,0,0,orthodox,Jersey City, USA,8565,1,Blank,Blank,W,W,W,W
Jake Bulger,0.053,light,27,10,0,0,orthodox,Failsworth, United Kingdom,8566,1,W,W,W,W,W,W
John Rey Lauza,0.053,super bantam,28,13,23,5,southpaw,Dumingag, Philippines,8567,1,L,L,L,L,L,D
Masixole Langa,0.053,super fly,NA,4,4,1,NA,NA,South Africa,8568,1,D,L,W,L,W,L
Ryu Oba,0.053,feather,25,5,5,0,orthodox,NA,Japan,8569,1,W,L,L,W,W,L
Kevin Nicolas Espindola,0.053,heavy,24,6,1,0,orthodox,San Pedro, Argentina,8570,1,W,L,W,W,W,W
Brandon Ivan Najera Flores,0.053,feather,20,5,7,1,NA,Aguascalientes, Mexico,8571,1,L,L,L,L,L,D
Antonio Chaves Fernandez,0.053,super welter,42,9,40,4,southpaw,Brockton, USA,8572,1,L,L,L,L,L,L
Janne Forsman,0.053,light heavy,38,22,13,0,orthodox,Hamina, Finland,8573,1,L,L,L,L,L,L
Kenes Carneiro Mesquita,0.053,welter,25,3,4,0,orthodox,Sao Jose dos Campos, Brazil,8574,1,W,W,W,L,L,L
Juan Carlos Vega,0.053,bantam,39,14,9,1,orthodox,Quito, Ecuador,8575,1,L,L,L,W,W,W
Ramadhani Kumbele,0.053,super fly,34,22,16,4,NA,Dar-Es-Salaam, Tanzania,8576,1,L,L,L,L,L,W
Juan Mancilla,0.053,middle,30,1,1,0,orthodox,East Hampton, USA,8577,1,Blank,Blank,Blank,Blank,W,L
Sajid Abid,0.053,welter,26,9,1,0,orthodox,"Sinfin, Derby", United Kingdom,8578,1,W,W,W,W,L,W
Kazunori Yorimasa,0.053,super fly,28,5,7,3,orthodox,NA,Japan,8579,1,D,L,D,W,W,L
Taylor Bull,0.053,cruiser,34,3,7,0,NA,Hobbema, Canada,8580,1,W,L,W,L,L,L
Terrance Williams,0.053,super welter,37,5,4,1,southpaw,York, USA,8581,1,L,L,D,W,L,L
Rodolfo Paterno',0.053,super light,27,1,3,2,orthodox,Ragusa, Italy,8582,1,L,W,D,D,L,L
Ryan McIntosh*,0.053,middle,32,3,5,0,NA,Guilford, USA,8583,1,W,L,L,W,W,L
Brock Smith,0.053,light heavy,32,1,2,0,NA,NA,USA,8584,1,Blank,Blank,Blank,L,W,L
Takato Shibata,0.053,feather,22,3,0,0,southpaw,Kurashiki, Japan,8585,0.5,Blank,Blank,Blank,W,W,W
Nikola Matic,0.053,middle,32,17,42,0,orthodox,Capljina, Bosnia And Herzegovina,8586,0.5,L,L,L,L,W,L
Abraham Tebes,0.053,cruiser,22,5,0,0,orthodox,Iquique, Chile,8587,0.5,Blank,W,W,W,W,W
Aliyah Phiri,0.053,light,NA,2,1,0,NA,NA,Zimbabwe,8588,0.5,Blank,Blank,Blank,W,W,L
Ufuk Temur,0.053,super middle,31,14,0,0,NA,Frankfurt, Germany,8589,0.5,W,W,W,W,W,W
Tinkhani Kamanga,0.053,feather,NA,3,7,1,NA,Blantyre, Malawi,8590,0.5,W,L,L,W,W,L
Jetly Purisima,0.053,bantam,33,21,31,4,southpaw,General Santos City, Philippines,8591,0.5,L,L,L,L,L,L
Osvaldo Ismael Acuna,0.053,middle,36,7,7,1,NA,Junín, Argentina,8592,0.5,W,L,L,L,W,W
Janos Andras Vass,0.053,welter,25,9,3,0,NA,Budapest, Hungary,8593,0.5,W,W,L,L,W,L
Cameron Sevilla Rivera,0.053,light heavy,28,8,6,3,NA,Fife, USA,8594,0.5,L,D,L,D,L,W
Jesus Enrique Gonzalez Silva,0.053,super light,28,2,2,1,NA,Puerto Vallarta, Mexico,8595,0.5,Blank,W,W,L,D,L
Shinta Aihara,0.053,bantam,27,3,5,0,orthodox,Matsudo, Japan,8596,0.5,L,W,L,W,L,L
Jelo Vacalso,0.052,bantam,NA,1,0,0,orthodox,Digos City, Philippines,8597,0.5,Blank,Blank,Blank,Blank,Blank,W
Charles Adamu,0.052,super middle,43,33,15,0,orthodox,Accra, Ghana,8598,0.5,L,L,L,L,W,L
David Martin Galindo,0.052,light,33,15,15,2,orthodox,Los Mochis, Mexico,8599,0.5,W,L,W,D,L,L
Luis Samuel Rodriguez,0.052,light fly,NA,7,0,0,NA,Monterrey, Mexico,8600,0.5,W,W,W,W,W,W
Antonio Di Mario*,0.052,middle,32,6,6,3,orthodox,Ceccano, Italy,8601,0.5,D,W,W,L,W,L
Alvin Defeo,0.052,light fly,27,2,11,2,southpaw,Las Pinas City, Philippines,8602,0.5,L,L,L,L,L,L
Angel Efrain Torres,0.052,middle,21,9,10,1,NA,Mexicali, Mexico,8603,0.5,W,D,L,L,W,L
Jake Best,0.052,welter,35,6,3,0,orthodox,Poole, United Kingdom,8604,0.5,W,W,L,W,W,L
Garry Rojo,0.052,super fly,26,9,15,1,orthodox,Ubay, Philippines,8605,0.5,W,L,D,L,L,L
Edgar Gonzalez,0.052,feather,20,3,0,0,NA,San Cristóbal Huichochitlán, Mexico,8606,0.5,Blank,Blank,Blank,W,W,W
Steven Rodriguez,0.052,welter,23,9,0,0,orthodox,Anaheim, USA,8607,0.5,W,W,W,W,W,W
Alan Anibal Gutierrez,0.052,super welter,30,3,9,1,NA,Mexico City, Mexico,8608,0.5,L,L,L,L,L,L
Mudi Kuminga,0.052,welter,NA,3,6,2,NA,Lilongwe, Malawi,8609,0.5,L,L,L,L,W,W
John Joyce,0.052,welter,33,7,1,0,NA,Lucan, Ireland,8610,0.5,W,W,W,W,W,L
Luis Guillermo Berrio,0.052,super middle,33,8,8,4,orthodox,San Onofre, Colombia,8611,0.5,L,L,L,L,NC,L
Dewayne Zeigler,0.052,super welter,28,10,0,1,NA,Montgomery, USA,8612,0.5,W,W,W,W,W,W
Nico Chatschatrian,0.052,light heavy,31,11,0,0,orthodox,Hamburg, Germany,8613,0.5,W,W,W,W,W,W
Oscar Maximiliano James,0.052,super light,34,15,0,2,southpaw,Quito, Ecuador,8614,0.5,D,W,W,W,W,W
Moise Lohombo,0.052,super middle,27,6,0,1,NA,Karlsruhe, Germany,8615,0.5,W,W,W,W,D,W
Callum Bradley,0.052,super feather,NA,4,0,0,orthodox,Omagh, United Kingdom,8616,0.5,Blank,Blank,W,W,W,W
Peter Sa'lesui*,0.052,cruiser,27,6,0,1,orthodox,Melbourne, Australia,8617,0.5,W,W,W,W,D,W
Vikas Singh,0.052,cruiser,33,9,1,1,orthodox,Rohtak, India,8618,0.5,D,W,W,W,W,L
Alan Miranda Flores,0.052,super fly,19,6,0,1,NA,Guasave, Mexico,8619,0.5,W,W,W,W,D,W
Sebastian Daniel Rodriguez,0.052,feather,36,22,8,1,orthodox,General Rodriguez, Argentina,8620,0.5,W,L,W,L,W,NC
Bill Yates*,0.052,cruiser,NA,5,2,0,NA,Ashland, USA,8621,0.5,W,W,L,W,W,W
Daniel Constantino,0.052,bantam,23,5,3,2,orthodox,Compton, USA,8622,0.5,L,D,W,L,W,W
Brayan Zamarripa,0.052,light,23,7,1,0,southpaw,Ensenada, Mexico,8623,0.5,W,L,W,W,W,W
Mehdi Ben Hamira,0.052,heavy,NA,4,0,0,NA,Lausanne, Switzerland,8624,0.5,Blank,Blank,W,W,W,W
Roman Hardok,0.052,super middle,27,6,2,0,NA,Augsburg, Germany,8625,0.5,W,W,W,W,L,L
Arley Carabali,0.052,light,NA,4,1,1,NA,NA,Colombia,8626,0.5,L,W,W,D,W,W
Wandile Ndlela,0.051,super welter,NA,3,4,0,NA,NA,South Africa,8627,0.5,W,W,L,W,L,L
Orkhan Gadzhiev*,0.051,super middle,28,8,1,0,orthodox,Kursk, Russia,8628,0.5,W,W,W,W,W,L
Vaibhav Singh Yadav*,0.051,welter,25,7,1,0,southpaw,Delhi, India,8629,0.5,W,W,L,W,W,W
Patrick Linkert,0.051,light heavy,34,6,17,1,NA,Magdeburg, Germany,8630,0.5,L,L,W,L,L,L
Daichi Matsuura,0.051,feather,31,7,6,2,orthodox,NA,Japan,8631,0.5,W,W,L,W,L,L
Yail Eligio,0.051,welter,39,1,3,0,NA,NA,USA,8632,0.5,Blank,Blank,L,W,L,L
Larry Pryor*,0.051,cruiser,39,13,22,0,orthodox,Frederick, USA,8633,0.5,L,W,L,L,W,W
Uriel Hernandez,0.051,super welter,36,13,6,0,NA,San Luis Potosi, Mexico,8634,0.5,W,L,L,L,W,L
Emilio Ezequiel Zarate,0.051,heavy,39,21,22,3,orthodox,Pilar, Argentina,8635,0.5,L,L,W,L,L,L
Malakai Marama,0.051,middle,NA,4,2,0,orthodox,Lautoka, Fiji,8636,0.5,W,W,W,L,W,L
Liam Dring,0.051,super fly,23,3,0,0,orthodox,Chesterfield, United Kingdom,8637,0.5,Blank,Blank,Blank,W,W,W
Brandon Adams,0.051,super welter,28,4,10,1,southpaw,Oakland, USA,8638,0.5,L,L,L,L,L,L
Abhay Chand*,0.051,super middle,41,23,17,4,orthodox,Navosa, Fiji,8639,0.5,W,W,W,W,L,L
Maximiliano Coronel,0.051,super welter,28,4,0,0,NA,Cordoba, Argentina,8640,0.5,Blank,Blank,W,W,W,W
Van Hai Nguyen,0.051,light,32,2,0,0,orthodox,Hanoi, Vietnam,8641,0.5,Blank,Blank,Blank,Blank,W,W
Alpheus Shilongo,0.051,middle,NA,7,2,1,NA,Windhoek, Namibia,8642,0.5,W,W,L,L,W,W
Doo Hyup Kim,0.051,super welter,40,10,7,2,orthodox,Seoul, South Korea,8643,0.5,W,L,L,W,D,L
Franco Emiliano Ola,0.051,super light,30,3,4,0,orthodox,Cordoba, Argentina,8644,0.5,W,W,L,L,L,L
Leonardo Torres,0.051,super bantam,27,7,14,0,NA,Matamoros, Mexico,8645,0.5,L,L,L,L,W,W
Dorin Krasmaru,0.051,heavy,27,3,0,0,orthodox,Sidcup, United Kingdom,8646,0.5,Blank,Blank,Blank,W,W,W
Nika Kokashvili,0.051,feather,27,19,25,1,orthodox,Gori, Georgia,8647,0.5,L,L,L,L,L,L
Ricardo Daniel Aquino,0.051,light,32,2,7,1,orthodox,Cordoba, Argentina,8648,0.5,W,W,L,D,L,L
Jose Becerra,0.051,fly,18,4,0,0,NA,NA,Venezuela,8649,0.5,Blank,Blank,W,W,W,W
Dane Mulivai,0.051,light heavy,NA,6,6,0,orthodox,Goodna, Australia,8650,0.5,W,L,L,L,W,L
Raul Rubio,0.051,fly,19,11,0,0,NA,Los Mochis, Mexico,8651,0.5,W,W,W,W,W,W
Roger Saldana,0.051,super fly,24,5,0,1,NA,Colon City, Panama,8652,0.5,W,W,W,D,W,W
Gabriele Gitto,0.051,middle,30,3,8,0,orthodox,Moncalieri, Italy,8653,0.5,W,L,L,L,L,W
Angel Jesus Vazquez Lupercio,0.051,super feather,20,7,0,0,NA,San Luis Rio Colorado, Mexico,8654,0.5,W,W,W,W,W,W
Jalal Mali,0.051,super light,36,8,3,0,NA,Fez, Morocco,8655,0.5,W,W,L,W,L,W
Fatih Altunkaya,0.051,cruiser,36,21,0,0,NA,Wiesbaden, Germany,8656,0.5,W,W,W,W,W,W
Sonny Taylor,0.051,cruiser,25,5,0,0,orthodox,Hull, United Kingdom,8657,0.5,Blank,W,W,W,W,W
Israel Morales,0.051,feather,NA,2,2,0,NA,Mexico City, Mexico,8658,0.5,Blank,Blank,W,W,L,L
Mohammed R Mutalemwa Mohamed,0.051,welter,32,10,2,1,NA,Tanga, Tanzania,8659,0.5,W,W,W,W,W,W
Fidel de la Cruz,0.051,light,NA,8,4,0,NA,Monterrey, Mexico,8660,0.5,W,W,W,L,L,L
Ray Jay Bermudez,0.05,super light,22,10,0,0,NA,Albany, USA,8661,0.5,W,W,W,W,W,W
Odwa Gaxa,0.05,welter,NA,5,3,0,NA,Duncan Village, South Africa,8662,0.5,W,W,W,L,W,L
Ozcan Cetinkaya,0.05,heavy,42,31,21,2,orthodox,Kassel, Germany,8663,0.5,L,W,L,L,W,L
Ronald Rivas,0.05,super light,34,5,12,2,NA,Kenner, USA,8664,0.5,L,L,L,L,L,L
Ricky Little,0.05,super fly,29,5,2,1,orthodox,Southampton, United Kingdom,8665,0.5,W,D,L,L,W,W
Deo Kizito*,0.05,light,27,3,5,0,NA,Dubai, United Arab Emirates,8666,0.5,W,L,L,L,L,L
Sabato Sirica,0.05,light,30,1,4,1,NA,Sarno, Italy,8667,0.5,W,L,NC,L,L,L
Federico Jesus Benjamin Malespina,0.05,super light,37,16,13,2,orthodox,Santa Rosa, USA,8668,0.5,L,W,W,L,L,L
Harold Mendoza,0.05,light fly,32,2,5,1,NA,NA,Panama,8669,0.5,D,L,W,L,L,L
Benjamin Adegbuyi,0.05,heavy,35,4,0,0,orthodox,Cluj-Napoca, Romania,8670,0.5,Blank,Blank,W,W,W,W
Christopher Hatley,0.05,middle,24,2,0,0,orthodox,Little Rock, USA,8671,0.5,Blank,Blank,Blank,Blank,W,W
Dalton Miller,0.05,middle,37,8,9,2,orthodox,Acton, United Kingdom,8672,0.5,W,W,W,L,D,W
Anzor Gamgebeli,0.05,super light,28,29,30,4,orthodox,Rustavi, Georgia,8673,0.5,W,L,L,D,L,L
Oleksandr Dzvonyk,0.05,middle,28,4,2,0,NA,Kiev, Ukraine,8674,0.5,W,W,L,W,W,L
Tefo Letshikgwane,0.05,super bantam,29,6,3,0,orthodox,Tihareseleele, Botswana,8675,0.5,W,W,W,W,L,W
Jade Karam,0.05,super welter,NA,9,10,2,NA,Cork, Ireland,8676,0.5,L,L,L,L,L,L
Francisco Camacho,0.05,feather,27,7,12,1,orthodox,Matamoros, Mexico,8677,0.5,L,W,L,L,L,L
Oscar Fabian Perez,0.05,welter,35,9,22,5,orthodox,Rosario, Argentina,8678,0.5,L,L,L,L,L,L
Stanislav Eschner,0.05,cruiser,31,14,15,1,NA,Prague, Czech Republic,8679,0.5,W,L,L,W,W,L
Hector Hernandez*,0.05,super middle,NA,8,1,0,NA,Munich, Germany,8680,0.5,W,W,W,L,W,W
Adrian Redman,0.05,super middle,30,5,0,0,orthodox,Harlesden, United Kingdom,8681,0.5,Blank,W,W,W,W,W
Sam Shewmaker,0.05,heavy,36,5,1,0,NA,Versailles, USA,8682,0.5,W,W,W,W,W,L
Marco Fusai,0.05,middle,36,4,8,0,NA,Prato, Italy,8683,0.5,L,W,L,W,L,L
David Nunez,0.05,fly,26,1,2,0,NA,San Fernando, Argentina,8684,0.5,Blank,L,NC,L,NC,W
Dario Nestor Baigorria,0.05,welter,31,9,31,2,orthodox,Dolores, Argentina,8685,0.5,L,L,D,L,L,L
Mark Gadaleta,0.05,middle,NA,4,7,2,orthodox,Brisbane, Australia,8686,0.5,D,L,L,W,L,L
Dedi Elite,0.05,bantam,NA,3,2,0,NA,Kulon Progo, Indonesia,8687,0.5,Blank,L,W,W,L,W
Edgars Sniedze,0.05,light heavy,32,6,30,0,orthodox,Riga, Latvia,8688,0.5,L,L,L,L,L,L
Leonardo Chavez,0.05,super feather,26,7,1,1,NA,Los Angeles, USA,8689,0.5,W,W,W,W,D,W
Cesar Baeza*,0.05,welter,NA,5,2,0,NA,NA,Mexico,8690,0.5,L,W,W,W,W,W
Emmanuel Valenzuela Marquez,0.05,super light,33,5,11,1,NA,Ciudad Obregon, Mexico,8691,0.5,D,L,L,L,L,L
Kenshi Noda,0.05,light fly,25,2,1,0,orthodox,NA,Japan,8692,0.5,Blank,Blank,Blank,W,W,L
Yu Chao Wang,0.05,super light,28,4,6,0,orthodox,Wei Fang, China,8693,0.5,L,L,W,W,L,L
Boulos Yako,0.05,super light,27,2,0,0,orthodox,Canley Vale, Australia,8694,0.5,Blank,Blank,Blank,Blank,W,W
Sergio Israel Hernandez,0.05,welter,24,3,0,0,NA,Ecatepec, Mexico,8695,0.5,Blank,Blank,Blank,W,W,W
Attila Korda,0.05,middle,43,14,8,0,NA,Munich, Germany,8696,0.5,W,W,W,L,L,W
Kavin Gebhard,0.049,light heavy,39,19,2,0,orthodox,Bad Homburg, Germany,8697,0.5,W,W,W,W,L,W
Jhonathan Solis,0.049,welter,36,1,1,0,NA,San Jose, Costa Rica,8698,0.5,Blank,Blank,Blank,Blank,W,L
Kyle Scully,0.049,light,23,6,0,0,orthodox,Halifax, United Kingdom,8699,0.5,W,W,W,W,W,W
Stefano Failla,0.049,light heavy,33,5,10,4,orthodox,Fidenza, Italy,8700,0.5,L,L,L,L,L,L
Sherali Mamadjanov,0.049,super middle,33,15,2,0,orthodox,Kissimmee, USA,8701,0.5,W,W,W,W,L,W
Nur Rabia,0.049,super middle,24,2,0,0,orthodox,Jerusalem, Israel,8702,0.5,Blank,Blank,Blank,Blank,W,W
Luis de la Rosa*,0.049,super fly,35,25,15,1,orthodox,Arboletes, Colombia,8703,0.5,L,L,L,L,L,L
Ryan Wilczak,0.049,middle,32,9,0,0,orthodox,Scranton, USA,8704,0.5,W,W,W,W,W,W
Diego Adrian Marocchi,0.049,super welter,44,18,6,1,orthodox,San Isidro, Argentina,8705,0.5,L,D,W,L,L,L
Rustom Doronio,0.049,feather,21,5,1,1,orthodox,Bacoor, Philippines,8706,0.5,W,L,W,W,D,W
Mario Ezequiel Sayal Lozano,0.049,super feather,26,18,5,1,southpaw,25 de Mayo, Argentina,8707,0.5,D,W,L,L,L,L
Alejandro Herrera,0.049,light,NA,1,2,0,NA,Cancun, Mexico,8708,0.5,Blank,Blank,Blank,L,W,L
Sumarjo Sianturi,0.049,super welter,33,1,0,0,NA,NA,Indonesia,8709,0.5,Blank,Blank,Blank,Blank,Blank,W
Simon Karzyan,0.049,super middle,31,11,10,1,NA,Nouzonville, France,8710,0.5,W,L,W,L,L,D
Cristian Narvaez*,0.049,feather,25,16,23,5,orthodox,Gerona, Spain,8711,0.5,L,L,W,L,L,L
Jonathan Leclercq,0.049,super middle,34,6,5,1,NA,Divion, France,8712,0.5,L,L,L,W,D,W
Kevin Asmat,0.049,light,25,6,2,0,orthodox,North Bergen, USA,8713,0.5,W,W,L,W,W,W
Shafii M. Idrisa,0.049,super welter,27,2,0,0,orthodox,NA,NA,8714,0.5,Blank,Blank,Blank,Blank,W,W
Amandeep Singh,0.049,super feather,34,4,1,0,NA,Chandigarh, India,8715,0.5,Blank,W,W,W,W,L
